date,tid,open,high,low,close,volume,mid,range,fac0,avg,s3,s7,s14,s21,s35,s49,s75,s100,s150,s200,s300,s400,s500,s600,s800,s1000,s1500,s2000,s3000,ma_close,ub,lb
2019-07-03/13:30:00,1,3022.73,3025.27,3018.41,3021.21,1887723200,3021.84,6.86,144.790674,-106.558145,1744.296407,1141.910046,807.4523367,659.2820722,510.6776972,431.6014286,348.8592814,302.121,246.6807635,213.6318078,174.4296407,151.0605,135.1126187,123.3403818,106.8159039,95.5390489,78.00730677,67.55630934,55.1594956,3008.331996,145.561624,-123.081543
2019-07-03/11:30:00,1,3015.63,3022.73,3015.63,3022.73,1562118400,3019.18,7.1,154.444464,-164.245791,1745.173979,1142.484551,807.8585738,659.6137634,510.9346241,431.8185714,349.0347958,302.273,246.804871,213.7392881,174.5173979,151.1365,135.1805952,123.4024355,106.869644,95.58711552,78.046553,67.59029758,55.18724687,3007.638821,145.561624,-122.420545
2019-07-03/11:00:00,1,3017.1,3018.16,3011.75,3016.07,2007007200,3014.955,6.41,-139.959991,-255.697879,1741.328826,1139.967308,806.0786139,658.1604322,509.8088786,430.8671429,348.2657653,301.607,246.2610843,213.268355,174.1328826,150.8035,134.8827509,123.1305421,106.6341775,95.37650783,77.87459254,67.44137545,55.06565247,3007.014162,145.561624,-119.401837
2019-07-03/10:30:00,1,3016.08,3020.77,3013.24,3017.29,2801170800,3017.005,7.53,-201.136835,-267.512073,1742.033194,1140.428425,806.4046726,658.426658,510.0150962,431.0414286,348.4066387,301.729,246.3606969,213.354622,174.2033194,150.8645,134.937311,123.1803484,106.677311,95.41508761,77.9060928,67.46865548,55.08792652,3006.383208,145.561624,-114.731101
2019-07-03/10:00:00,1,3031.83,3031.83,3015.05,3016.26,5844340400,3023.44,16.78,-269.810639,-269.810639,1741.438523,1140.039121,806.1293935,658.2018936,509.8409945,430.8942857,348.2877046,301.626,246.2765977,213.28179,174.1438523,150.813,134.891248,123.1382989,106.640895,95.38251615,77.87949832,67.44562398,55.06912138,3005.576388,145.561624,-109.8273
2019-07-02/15:00:00,1,3044.59,3048.4,3042.29,3043.94,2985120000,3045.345,6.11,170.860633,174.540569,1757.419578,1150.501178,813.5271847,664.2421648,514.5197684,434.8485714,351.4839157,304.394,248.5366603,215.2390616,175.7419578,152.197,136.1291352,124.2683301,107.6195308,96.25783461,78.59419285,68.06456759,55.57448672,3004.283077,145.561624,-107.031913
2019-07-02/14:30:00,1,3035.6,3044.51,3035.07,3044.2,1779280000,3039.79,9.44,146.896516,-39.121259,1757.569689,1150.599449,813.5966726,664.2989015,514.5637164,434.8857143,351.5139379,304.42,248.5578892,215.2574463,175.7569689,152.21,136.1407627,124.2789446,107.6287232,96.26605653,78.60090602,68.07038137,55.57923365,3002.682656,148.598176,-107.031913
2019-07-02/14:00:00,1,3036.53,3038.78,3034.65,3036.24,1821340800,3036.715,4.13,-149.411927,-115.22555,1752.973981,1147.590852,811.4692731,662.5618871,513.2182309,433.7485714,350.5947963,303.624,247.9079579,214.6945893,175.2973981,151.812,135.7847807,123.9539789,107.3472947,96.01433923,78.3953797,67.89239036,55.4339046,3001.170274,148.598176,-108.162105
2019-07-02/13:30:00,1,3043.01,3044.85,3036.06,3036.48,1994880000,3040.455,8.79,-138.717092,46.100324,1753.112545,1147.681563,811.5334158,662.6142593,513.2587983,433.7828571,350.6225091,303.648,247.9275538,214.7115599,175.3112545,151.824,135.7955138,123.9637769,107.3557799,96.0219287,78.40157647,67.89775692,55.43828638,2999.60156,148.598176,-121.077015
2019-07-02/11:30:00,1,3041.96,3043.7,3038.74,3043.01,1675329600,3041.22,4.96,-122.848164,127.714227,1756.882643,1150.149671,813.2786318,664.0392222,514.3625697,434.7157143,351.3765285,304.301,248.4607261,215.1733006,175.6882643,152.1505,136.0875443,124.230363,107.5866503,96.22842543,78.57018035,68.04377216,55.55750732,2997.915244,150.393236,-121.077015
2019-07-02/11:00:00,1,3042.91,3045.63,3040.77,3042.09,2057249600,3043.2,4.86,150.814078,164.93122,1756.35148,1149.801944,813.0327514,663.8384617,514.2070614,434.5842857,351.2702961,304.209,248.3856084,215.1082468,175.635148,152.1045,136.0464007,124.1928042,107.5541234,96.19933247,78.54642605,68.02320034,55.5407105,2996.140268,150.299404,-121.077015
2019-07-02/10:30:00,1,3041.83,3043.05,3035.24,3043.05,3018506800,3039.145,7.81,152.656009,47.694945,1756.905737,1150.16479,813.2893222,664.0479509,514.369331,434.7214286,351.3811473,304.305,248.4639921,215.176129,175.6905737,152.1525,136.0893332,124.231996,107.5880645,96.22969034,78.57121314,68.04466659,55.55823762,2994.35195,151.399648,-121.077015
2019-07-02/10:00:00,1,3042.58,3044.43,3033.78,3042.16,6120354000,3039.105,10.65,-155.99414,60.925509,1756.391895,1149.828401,813.0514597,663.853737,514.2188935,434.5942857,351.278379,304.216,248.3913239,215.1131965,175.6391895,152.108,136.0495312,124.1956619,107.5565983,96.20154607,78.54823344,68.02476558,55.54198852,2992.584932,154.106034,-121.077015
2019-07-01/15:00:00,1,3040.98,3044.9,3037.14,3044.9,3340905600,3041.02,7.76,131.351401,206.517816,1757.973835,1150.864024,813.7837555,664.451654,514.682038,434.9857143,351.5947669,304.49,248.6150439,215.3069438,175.7973835,152.245,136.1720677,124.307522,107.6534719,96.28819247,78.61897994,68.08603385,55.59201384,2990.747275,154.299821,-121.077015
2019-07-01/14:30:00,1,3037.71,3043.14,3037.02,3040.74,2326254400,3040.08,6.12,153.337214,239.155018,1755.572058,1149.291692,812.6719487,663.5438676,513.9788697,434.3914286,351.1144115,304.074,248.2753813,215.0127874,175.5572058,152.037,135.9860268,124.1376907,107.5063937,96.15664172,78.5115692,67.99301342,55.51606298,2988.854341,151.630295,-121.077015
2019-07-01/14:00:00,1,3038.75,3038.87,3032.39,3037.71,2095673600,3035.63,6.48,-121.014089,152.492405,1753.822686,1148.146459,811.8621472,662.8826673,513.4667062,433.9585714,350.7645372,303.771,248.0279829,214.798534,175.3822686,151.8855,135.8505211,124.0139914,107.399267,96.06082471,78.43333494,67.92526056,55.46074301,2987.007978,149.724694,-121.077015
2019-07-01/13:30:00,1,3035.7,3039.09,3035.38,3038.81,1732732800,3037.235,3.71,-157.190681,264.30972,1754.457772,1148.56222,812.1561345,663.122707,513.6526402,434.1157143,350.8915543,303.881,248.1177975,214.8763158,175.4457772,151.9405,135.8997146,124.0588988,107.4381579,96.09560976,78.46173682,67.94985731,55.48082617,2985.172763,147.398622,-121.077015
2019-07-01/11:30:00,1,3042.44,3045.32,3034.03,3034.8,2058227200,3039.675,11.29,172.933469,337.263985,1752.142597,1147.046583,811.084417,662.2476533,512.9748265,433.5428571,350.4285194,303.48,247.7903824,214.592766,175.2142597,151.74,135.720382,123.8951912,107.296383,95.96880243,78.35819906,67.86019098,55.40761392,2983.243372,142.123721,-121.077015
2019-07-01/11:00:00,1,3034.32,3042.11,3031.65,3041.66,2286924000,3036.88,10.46,187.364515,358.528468,1756.10322,1149.639419,812.9178291,663.744628,514.1343781,434.5228571,351.220644,304.166,248.350499,215.0778412,175.610322,152.083,136.0271705,124.1752495,107.5389206,96.18573468,78.5353235,68.01358524,55.53285981,2981.291376,135.325788,-121.077015
2019-07-01/10:30:00,1,3026.04,3041.63,3026.04,3034.43,3645016800,3033.835,15.59,242.356378,385.971185,1751.928977,1146.906736,810.9855303,662.1669127,512.912285,433.49,350.3857955,303.443,247.760172,214.566603,175.1928977,151.7215,135.7038351,123.880086,107.2833015,95.957102,78.3486457,67.85191753,55.40085867,2979.407689,127.747183,-121.077015
2019-07-01/10:00:00,1,3024.62,3032.48,3014.69,3025.96,7598308800,3023.585,17.79,346.602529,382.429948,1747.038821,1143.705377,808.7218276,660.3186071,511.4805937,432.28,349.4077641,302.596,247.0685994,213.9676836,174.7038821,151.298,135.3250451,123.5342997,106.9838418,95.68925709,78.12995124,67.66252257,55.24621834,2977.712334,119.797803,-121.077015
2019-06-28/15:00:00,1,2977.47,2981.2,2976.95,2978.88,2520179200,2979.075,4.25,185.704344,24.668553,1719.85717,1125.910809,796.1391683,650.0449089,503.5226213,425.5542857,343.971434,297.888,243.2245335,210.6386248,171.985717,148.944,133.2195635,121.6122667,105.3193124,94.20045676,76.91435087,66.60978177,54.38665907,2976.852777,117.47186,-121.077015
2019-06-28/14:30:00,1,2968.65,2978.13,2965.09,2976.69,1756508800,2971.61,13.04,167.032488,-42.377427,1718.592773,1125.083067,795.5538662,649.5670117,503.1524437,425.2414286,343.7185546,297.669,243.0457207,210.4837684,171.8592773,148.8345,133.1216238,121.5228604,105.2418842,94.13120288,76.85780531,66.56081188,54.34667532,2976.798854,141.924962,-121.077015
2019-06-28/14:00:00,1,2970.57,2974.18,2966.6,2968.76,1496296800,2970.39,7.58,-147.98804,-187.669289,1714.014385,1122.085809,793.4344845,647.8365438,501.8120291,424.1085714,342.802877,296.876,242.398239,209.9230328,171.4014385,148.438,132.7669834,121.1991195,104.9615164,93.88043426,76.65305359,66.38349169,54.20189399,2976.868437,141.924962,-120.926497
2019-06-28/13:30:00,1,2969.95,2975.56,2965.32,2970.73,1373084000,2970.44,10.24,175.065796,-208.649183,1715.151765,1122.830399,793.9609892,648.2664331,502.1450198,424.39,343.030353,297.073,242.5590888,210.0623328,171.5151765,148.5365,132.8550845,121.2795444,105.0311664,93.94273113,76.70391877,66.42754223,54.23786111,2976.941369,141.924962,-118.112675
2019-06-28/11:30:00,1,2966.03,2970.43,2961.22,2970.42,1492658400,2965.825,9.21,-182.144366,-270.010806,1714.972787,1122.71323,793.8781382,648.1987855,502.0926203,424.3457143,342.9945573,297.042,242.5337774,210.0404125,171.4972787,148.521,132.8412208,121.2668887,105.0202062,93.93292807,76.69591461,66.42061042,54.23220131,2977.067362,141.924962,-113.977988
2019-06-28/11:00:00,1,2975.83,2976.74,2965.01,2966.53,2255580000,2970.875,11.73,-217.41444,-272.089128,1712.726894,1121.242948,792.838492,647.3499179,501.4350903,423.79,342.5453788,296.653,242.2161602,209.765348,171.2726894,148.3265,132.6672547,121.1080801,104.882674,93.80991547,76.59547524,66.33362737,54.16117995,2977.167847,141.924962,-108.812973
2019-06-28/10:30:00,1,2982.64,2987.07,2974.25,2975.7,2658372000,2980.66,12.82,-197.66045,-247.784509,1718.021196,1124.708882,795.2892776,649.350976,502.9851032,425.1,343.6042392,297.57,242.9648876,210.4137649,171.8021196,148.785,133.0773496,121.4824438,105.2068824,94.09989633,76.83224362,66.53867481,54.32860048,2977.014133,141.924962,-103.977672
2019-06-28/10:00:00,1,2992.24,2992.24,2974.05,2982.68,4590472800,2983.145,18.19,-225.963089,-258.605092,1722.051101,1127.347074,797.154761,650.8741368,504.1649385,426.0971429,344.4102202,298.268,243.5348022,210.9073254,172.2051101,149.134,133.3895047,121.7674011,105.4536627,94.32062331,77.01246645,66.69475235,54.45603726,2976.641845,141.924962,-99.363986
2019-06-27/15:00:00,1,2994.03,2997.8,2991.4,2996.79,2847627200,2994.6,6.4,152.611955,-107.680983,1730.197513,1132.680153,800.9258172,653.9531913,506.5499638,428.1128571,346.0395026,299.679,244.6868789,211.9050531,173.0197513,149.8395,134.0205231,122.3434394,105.9525265,94.76682069,77.37678508,67.01026154,54.71364944,2976.025683,141.924962,-96.936217
2019-06-27/14:30:00,1,2996.51,2996.88,2986.99,2993.46,2022030400,2991.935,9.89,-174.961642,-90.687372,1728.274937,1131.421531,800.0358372,653.2265257,505.9870911,427.6371429,345.6549874,299.346,244.4149855,211.6695865,172.8274937,149.673,133.871601,122.2074928,105.8347933,94.66151685,77.29080485,66.93580048,54.65285223,2975.241168,141.924962,-97.189862
2019-06-27/14:00:00,1,3000.96,3001.19,2996.3,2996.92,1540920000,2998.745,4.89,-156.558247,98.475528,1730.272569,1132.729288,800.9605611,653.9815596,506.5719378,428.1314286,346.0545137,299.692,244.6974933,211.9142455,173.0272569,149.846,134.0263369,122.3487467,105.9571227,94.77093165,77.38014167,67.01316843,54.7160229,2974.364077,141.924962,-112.540273
2019-06-27/13:30:00,1,3002.61,3007.64,3000.57,3000.77,1747720800,3004.105,7.07,150.084746,244.463874,1732.495367,1134.184452,801.9895169,654.8216985,507.2227066,428.6814286,346.4990735,300.077,245.0118445,212.1864816,173.2495367,150.0385,134.1985141,122.5059223,106.0932408,94.89267934,77.47954824,67.09925705,54.78631396,2973.267106,141.003016,-112.540273
2019-06-27/11:30:00,1,2997.54,3003.15,2997.22,3002.72,1263830400,3000.185,5.93,153.030153,208.204784,1733.6212,1134.921482,802.5106763,655.2472234,507.5523168,428.96,346.7242401,300.272,245.1710613,212.3243674,173.36212,150.136,134.2857207,122.5855307,106.1621837,94.95434376,77.52989702,67.14286037,54.82191593,2972.117097,138.339474,-112.540273
2019-06-27/11:00:00,1,2994.66,2997.51,2992.3,2997.51,1711565600,2994.905,5.21,-203.923999,162.065608,1730.613205,1132.952287,801.1182452,654.1103082,506.671666,428.2157143,346.1226411,299.751,244.7456666,211.9559648,173.0613205,149.8755,134.0527225,122.3728333,105.9779824,94.78958909,77.3953754,67.02636123,54.72679478,2971.082336,136.972645,-112.540273
2019-06-27/10:30:00,1,3003.49,3011.54,2993.09,2994.78,3225047200,3002.315,18.45,256.470398,288.780899,1729.037039,1131.920444,800.3886221,653.5145733,506.2102118,427.8257143,345.8074078,299.478,244.5227631,211.7629246,172.9037039,149.739,133.9306332,122.2613815,105.8814623,94.70325891,77.3248871,66.96531658,54.67695203,2969.9888,134.395541,-112.540273
2019-06-27/10:00:00,1,2982.61,3008.77,2981.05,3003.3,5180964000,2994.91,27.72,270.031936,288.697832,1733.956063,1135.140702,802.6656878,655.3737897,507.6503546,429.0428571,346.7912127,300.33,245.2184182,212.3653796,173.3956063,150.165,134.3116591,122.6092091,106.1826898,94.97268497,77.54487256,67.15582957,54.83250523,2968.866066,129.85396,-112.540273
2019-06-26/15:00:00,1,2975.55,2978.99,2974.92,2976.28,2787881600,2976.955,4.07,-132.088482,39.330925,1718.356059,1124.928102,795.4442891,649.4775424,503.0831411,425.1828571,343.6712118,297.628,243.0122444,210.4547771,171.8356059,148.814,133.103288,121.5061222,105.2273885,94.11823754,76.84721916,66.551644,54.33918978,2968.111864,129.221722,-112.540273
2019-06-26/14:30:00,1,2974.11,2981.03,2972.89,2976.07,1667707200,2976.96,8.14,149.346589,86.850473,1718.234816,1124.848729,795.3881642,649.4317166,503.0476446,425.1528571,343.6469631,297.607,242.995098,210.4399278,171.8234816,148.8035,133.0938965,121.497549,105.2199639,94.11159676,76.84179698,66.54694826,54.33535572,2967.614859,131.854348,-112.540273
2019-06-26/14:00:00,1,2974.02,2976.28,2970.62,2973.95,1397352000,2973.45,5.66,-130.568095,-17.516865,1717.010833,1124.047445,794.8215704,648.9690947,502.6892992,424.85,343.4021666,297.395,242.8220007,210.2900212,171.7010833,148.6975,132.9990872,121.4110003,105.1450106,94.04455647,76.78705882,66.49954362,54.29665,2967.144678,134.998168,-112.540273
2019-06-26/13:30:00,1,2975.56,2978.58,2973.02,2974.99,1198943200,2975.8,5.56,127.585251,113.479746,1717.611277,1124.440528,795.0995221,649.1960413,502.8650913,424.9985714,343.5222555,297.499,242.9069163,210.3635603,171.7611277,148.7495,133.0455974,121.4534582,105.1817801,94.07744416,76.8139115,66.52279872,54.31563771,2966.664555,134.998168,-123.720305
2019-06-26/11:30:00,1,2976.79,2977.85,2970.98,2975.09,1414726400,2974.415,6.87,-184.844009,86.998187,1717.669012,1124.478324,795.1262482,649.2178631,502.8819943,425.0128571,343.5338025,297.509,242.9150813,210.3706314,171.7669012,148.7545,133.0500696,121.4575406,105.1853157,94.08060644,76.81649349,66.52503479,54.31746345,2966.137896,136.655789,-123.720305
2019-06-26/11:00:00,1,2978.11,2986.91,2976.21,2977.24,1816806400,2981.56,10.7,178.064202,253.16179,1718.910315,1125.290948,795.7008599,649.6870315,503.2454107,425.32,343.7820631,297.724,243.0906281,210.5226593,171.8910315,148.862,133.1462205,121.545314,105.2613297,94.14859541,76.87200625,66.57311025,54.3567169,2965.489931,136.234228,-123.720305
2019-06-26/10:30:00,1,2973.57,2978.84,2972.13,2977.7,2137942000,2975.485,6.71,213.739216,127.69442,1719.175897,1125.464811,795.8238,649.7874118,503.3231649,425.3857143,343.8351793,297.77,243.1281869,210.5551862,171.9175897,148.885,133.1667923,121.5640935,105.2775931,94.16314189,76.8838834,66.58339617,54.36511532,2964.788668,135.211074,-123.720305
2019-06-26/10:00:00,1,2964.62,2979.83,2958.46,2973.77,5023594800,2969.145,21.37,-248.067903,-75.63266,1716.90691,1123.979411,794.7734634,648.9298154,502.6588736,424.8242857,343.381382,297.377,242.8073037,210.2772933,171.690691,148.6885,132.9910374,121.4036519,105.1386466,94.03886437,76.78241124,66.49551869,54.29336366,2964.245035,140.158235,-123.720305
2019-06-25/15:00:00,1,2970.58,2987.21,2969.06,2982.07,3242334400,2978.135,18.15,202.252415,37.836489,1721.698917,1127.116516,796.9917317,650.7410239,504.0618297,426.01,344.3397834,298.207,243.4849959,210.8641919,172.1698917,149.1035,133.3622247,121.742498,105.4320959,94.30133342,76.99671631,66.68111234,54.44490024,2963.623851,140.158235,-127.052311
2019-06-25/14:30:00,1,2976.54,2976.84,2968.13,2970.56,1629262400,2972.485,8.71,200.312923,-47.025935,1715.053616,1122.766145,793.9155548,648.229336,502.1162846,424.3657143,343.0107231,297.056,242.5452083,210.050312,171.5053616,148.528,132.8474818,121.2726042,105.025156,93.93735526,76.69952939,66.42374091,54.23475735,2962.906911,173.677716,-127.052311
2019-06-25/14:00:00,1,2961.86,2978.46,2959.69,2976.43,2004696000,2969.075,18.77,250.346104,-185.95121,1718.442662,1124.984796,795.4843783,649.510275,503.1084957,425.2042857,343.6885323,297.643,243.0244918,210.4653837,171.8442662,148.8215,133.1099962,121.5122459,105.2326918,94.12298096,76.85109214,66.5549981,54.34192839,2962.288007,173.677716,-126.957391
2019-06-25/13:30:00,1,2953.38,2964.57,2949.09,2962.32,2039985600,2956.83,15.48,181.536896,-270.362777,1710.296249,1119.651718,791.7133221,646.4312206,500.7234704,423.1885714,342.0592499,296.232,241.8724152,209.467656,171.0296249,148.116,132.4789778,120.9362076,104.733828,93.67678358,76.48677351,66.23948891,54.08431622,2961.865017,173.677716,-123.308329
2019-06-25/11:30:00,1,2957.77,2960.02,2950.81,2953.38,2944304000,2955.415,9.21,-270.813083,-332.63025,1705.134738,1116.272715,789.3240066,644.4803527,499.2123346,421.9114286,341.0269476,295.338,241.1424672,208.8355025,170.5134738,147.669,132.0791689,120.5712336,104.4177513,93.39407596,76.2559437,66.03958443,53.9210949,2961.605477,173.677716,-117.314567
2019-06-25/11:00:00,1,2984.26,2985.13,2958.66,2958.68,3497911200,2971.895,26.47,-259.937041,-318.773179,1708.194694,1118.275927,790.7404912,645.6369075,500.1081981,422.6685714,341.6389389,295.868,241.5752104,209.2102691,170.8194694,147.934,132.3161921,120.7876052,104.6051346,93.56167668,76.39278911,66.15809604,54.01785921,2961.056362,173.677716,-110.519489
2019-06-25/10:30:00,1,2986.5,2990.21,2981.68,2984.68,3226109600,2985.945,8.53,-223.751324,-242.321934,1723.205801,1128.103003,797.6892835,651.3105726,504.5030002,426.3828571,344.6411603,298.468,243.6981015,211.0487468,172.3205801,149.234,133.4789474,121.8490508,105.5243734,94.38386887,77.06410623,66.73947371,54.4925521,2959.967645,173.677716,-105.114468
2019-06-25/10:00:00,1,3004.91,3004.91,2986.38,2986.38,5785321600,2995.645,18.53,-217.148802,-225.344411,1724.187297,1128.745543,798.1436276,651.681543,504.7903526,426.6257143,344.8374594,298.638,243.8369059,211.1689549,172.4187297,149.319,133.5549737,121.918453,105.5844775,94.43762759,77.10800004,66.77748687,54.52358971,2958.441072,173.677716,-101.189161
2019-06-24/15:00:00,1,3002.58,3008.23,2999.57,3008.15,2812528000,3003.9,8.66,170.489221,44.577126,1736.756212,1136.973829,803.9619049,656.4321465,508.4701543,429.7357143,347.3512425,300.815,245.614419,212.7083264,173.6756212,150.4075,134.5285577,122.8072095,106.3541632,95.12605543,77.67009902,67.26427887,54.92105371,2956.565109,173.677716,-100.751945
2019-06-24/14:30:00,1,2996.6,3005.31,2994.78,3002.46,1613881600,3000.045,10.53,150.814924,-3.434196,1733.471089,1134.823212,802.4411884,655.1904867,507.5083687,428.9228571,346.6942178,300.246,245.1498324,212.3059826,173.3471089,150.123,134.2740932,122.5749162,106.1529913,94.94612184,77.52318385,67.1370466,54.817169,2954.54826,190.269906,-100.751945
2019-06-24/14:00:00,1,3000.4,3001.92,2996.19,2996.19,1603857600,2999.055,5.73,122.139114,-50.171106,1729.851103,1132.453374,800.7654604,653.8222605,506.4485453,428.0271429,345.9702206,299.619,244.6378891,211.8626267,172.9851103,149.8095,133.9936903,122.3189445,105.9313133,94.74784703,77.36129315,66.99684514,54.70269499,2952.536309,190.269906,-103.403092
2019-06-24/13:30:00,1,2998.88,3001.35,2995.01,3000.86,1746523200,2998.18,6.34,-178.200192,-93.540295,1732.547329,1134.218468,802.0135704,654.8413381,507.2379194,428.6942857,346.5094658,300.086,245.019193,212.1928455,173.2547329,150.043,134.202539,122.5095965,106.0964228,94.89552539,77.48187203,67.10126951,54.78795713,2950.481176,190.269906,-104.680578
2019-06-24/11:30:00,1,3008.99,3009.7,2998.21,2999.3,1876960800,3003.955,11.49,-172.985065,64.347834,1731.646662,1133.628844,801.5966429,654.5009182,506.9742312,428.4714286,346.3293325,299.93,244.8918195,212.0825369,173.1646662,149.965,134.1327737,122.4459098,106.0412684,94.84619386,77.441593,67.06638685,54.75947556,2948.277245,190.269906,-109.853208
2019-06-24/11:00:00,1,3005.74,3012.04,3002.54,3009.5,1866821600,3007.29,9.5,160.689084,211.985635,1737.535635,1137.484082,804.3227075,656.7267407,508.6983459,429.9285714,347.507127,300.95,245.724646,212.8037858,173.7535635,150.475,134.5889316,122.862323,106.4018929,95.16874618,77.70495587,67.29446578,54.94570123,2945.856726,191.849341,-109.853208
2019-06-24/10:30:00,1,3001.62,3008.47,3000.11,3005.13,3181542400,3004.29,8.36,199.533581,163.7977,1735.012614,1135.832377,803.1547759,655.7731285,507.9596811,429.3042857,347.0025229,300.513,245.367837,212.4947801,173.5012614,150.2565,134.3934992,122.6839185,106.2473901,95.03055465,77.59212295,67.19674961,54.86591631,2943.356186,191.828424,-109.853208
2019-06-24/10:00:00,1,3004.29,3012.83,2994.42,3001.64,6347273600,3003.625,18.41,211.590419,110.754202,1732.997662,1134.513281,802.2220342,655.011548,507.3697634,428.8057143,346.5995324,300.164,245.0828797,212.2479999,173.2997662,150.082,134.2374217,122.5414399,106.1239999,94.92019116,77.50201154,67.11871084,54.80219792,2940.84005,193.368731,-109.853208
2019-06-21/15:00:00,1,2992.53,3007.31,2992.12,3001.98,3929102400,2999.715,15.19,196.413574,56.399514,1733.193961,1134.641789,802.312903,655.0857421,507.4272339,428.8542857,346.6387922,300.198,245.1106406,212.2720415,173.3193961,150.099,134.2526269,122.5553203,106.1360207,94.9309429,77.5107903,67.12631347,54.80840544,2938.322333,196.558131,-109.853208
2019-06-21/14:30:00,1,2998.74,2999.17,2989.44,2992.95,2403329600,2994.305,9.73,-156.310168,-83.168747,1727.980488,1131.228769,799.899534,653.1152346,505.9008853,427.5642857,345.5960976,299.295,244.3733442,211.6335241,172.7980488,149.6475,133.8487931,122.1866721,105.816762,94.64538923,77.27763671,66.92439653,54.64354095,2935.878199,204.281605,-109.853208
2019-06-21/14:00:00,1,2997.14,3000.77,2993.4,2998.95,2319228800,2997.085,7.37,-166.010779,-17.499085,1731.44459,1133.496556,801.5031014,654.4245419,506.9150704,428.4214286,346.288918,299.895,244.8632421,212.0577881,173.144459,149.9475,134.1171212,122.4316211,106.0288941,94.83512589,77.43255604,67.05856061,54.75308546,2933.405414,204.281605,-112.03541
2019-06-21/13:30:00,1,3005.03,3006.16,2996.19,2997.38,2242448000,3001.175,9.97,-174.98268,145.687129,1730.53815,1132.903152,801.0835013,654.0819398,506.649692,428.1971429,346.10763,299.738,244.7350522,211.9467724,173.053815,149.869,134.0469087,122.3675261,105.9733862,94.78547813,77.39201882,67.02345434,54.72442131,2930.755395,204.281605,-128.455202
2019-06-21/11:30:00,1,3001.88,3010.35,3001.64,3005.36,2418980800,3005.995,8.71,154.75651,249.898101,1735.145405,1135.919309,803.216246,655.8233186,507.9985582,429.3371429,347.029081,300.536,245.3866164,212.5110436,173.5145405,150.268,134.4037851,122.6933082,106.2555218,95.03782789,77.59806153,67.20189257,54.87011551,2927.89789,203.643233,-128.455202
2019-06-21/11:00:00,1,3005.56,3008.71,2999.28,3002.55,2861742400,3003.995,9.43,189.937697,269.832564,1733.523051,1134.857228,802.4652419,655.2101263,507.5235815,428.9357143,346.7046102,300.255,245.1571809,212.3123466,173.3523051,150.1275,134.2781181,122.5785905,106.1561733,94.94896789,77.52550764,67.13905906,54.81881217,2924.929505,200.94177,-128.455202
2019-06-21/10:30:00,1,2997.06,3006.06,2992.01,3006.06,4183912000,2999.035,14.05,197.525779,294.846143,1735.54955,1136.183884,803.4033289,655.9760711,508.1168798,429.4371429,347.10991,300.606,245.4437712,212.5605411,173.554955,150.303,134.4350901,122.7218856,106.2802705,95.05996383,77.61613545,67.21754504,54.88289571,2922.00712,197.424502,-128.455202
2019-06-21/10:00:00,1,2990.37,3007.9,2989.83,2997.89,8338638400,2998.865,18.07,244.143493,325.76238,1730.832599,1133.095914,801.2198045,654.193231,506.7358977,428.27,346.1665197,299.789,244.7766935,211.9828348,173.0832599,149.8945,134.0697166,122.3883467,105.9914174,94.80160575,77.40518696,67.03485829,54.7337326,2919.107301,192.919527,-128.455202
2019-06-20/15:00:00,1,2987.86,2988.2,2980.25,2987.12,3491265600,2984.225,7.95,170.177878,244.615608,1724.614536,1129.025237,798.3414009,651.8430243,504.9154355,426.7314286,344.9229072,298.712,243.8973267,211.2212808,172.4614536,149.356,133.5880675,121.9486633,105.6106404,94.46102844,77.12710675,66.79403377,54.5371002,2916.382306,189.06815,-128.455202
2019-06-20/14:30:00,1,2977.11,2988.43,2974.94,2988.43,2406748800,2981.685,13.49,187.81946,275.660758,1725.370865,1129.52037,798.6915132,652.1288897,505.1368659,426.9185714,345.074173,298.843,244.0042877,211.3139118,172.5370865,149.4215,133.6466525,122.0021439,105.6569559,94.50245428,77.16093081,66.82332626,54.56101742,2913.877572,185.905825,-128.455202
2019-06-20/14:00:00,1,2975.19,2983.84,2971.99,2977.14,2174219200,2977.915,11.85,-233.632213,304.500709,1718.85258,1125.253151,795.6741337,649.6652097,503.2285076,425.3057143,343.7705161,297.714,243.0824631,210.5155883,171.885258,148.857,133.1417484,121.5412315,105.2577941,94.14543313,76.86942426,66.57087419,54.35489116,2911.425016,181.695431,-128.455202
2019-06-20/13:30:00,1,2993.62,2997.39,2975.3,2975.3,3726633600,2986.345,22.09,283.176363,386.02212,1717.790256,1124.557697,795.1823731,649.2636888,502.9174908,425.0428571,343.5580512,297.53,242.9322277,210.3854806,171.7790256,148.765,133.0594611,121.4661139,105.1927403,94.08724722,76.82191567,66.52973053,54.32129751,2908.85964,175.660563,-128.455202
2019-06-20/11:30:00,1,2960.39,2994.34,2960,2992.99,4847579200,2977.17,34.34,317.938584,394.636144,1728.003582,1131.243888,799.9102244,653.1239633,505.9076466,427.57,345.6007164,299.299,244.3766102,211.6363525,172.8003582,149.6495,133.8505819,122.1883051,105.8181763,94.64665414,77.2786695,66.92529096,54.64427125,2906.266043,168.107069,-128.455202
